Clump_thickness,Unif_Cell_Size,Unif_Cell_Shape,Marginal_Adhesion,Single_Cell_Size,Bare_Nuclei,Bland_Chromatine,Normal_Nucleoli,Mitoses,type
6.53,8.2,5.71,3.96,1.56,0.02,0.6,0.95,0.05,malign
3.43,3.49,2.7,0.01,2.22,0.02,0.92,0.01,0.37,malign
1.35,0.91,1.55,0.77,2.68,0.03,0.14,0.04,1.65,benign
4.0,3.73,1.09,4.62,0.43,0.03,3.33,7.6,0.1,benign
2.57,3.23,3.41,4.54,2.29,0.33,6.13,7.21,2.18,malign
3.86,8.19,4.04,0.03,2.7,0.09,0.94,0.41,1.85,malign
7.31,9.93,8.31,8.56,6.5,0.05,3.57,9.42,0.68,malign
2.36,2.46,0.98,4.79,2.88,1.45,2.15,9.28,1.2,benign
6.54,7.47,9.24,9.81,7.63,9.92,3.53,9.66,1.61,benign
0.22,0.37,0.12,0.38,1.72,0.99,1.39,6.0,0.17,benign
1.23,0.03,0.02,0.0,1.96,0.02,0.11,0.02,0.3,benign
2.71,0.03,0.86,1.54,1.72,2.06,1.68,0.0,0.27,benign
4.48,0.01,1.55,6.65,1.13,0.86,0.17,0.0,1.0,benign
2.21,0.03,0.38,0.04,1.03,0.45,0.39,0.0,0.24,benign
0.24,0.09,0.48,0.13,0.55,0.02,1.18,3.02,0.05,benign
7.13,5.36,4.41,9.48,4.03,5.8,2.84,5.73,2.57,malign
0.73,0.0,0.15,0.0,0.03,0.02,0.57,0.0,0.44,benign
1.41,0.0,0.22,0.02,0.55,7.53,0.66,0.0,0.5,benign
2.87,8.32,6.24,4.94,3.76,9.98,6.45,3.36,1.41,malign
4.39,0.12,0.66,2.49,1.11,0.55,0.93,0.0,0.41,benign
5.94,0.0,0.9,0.0,0.98,0.09,1.03,0.0,0.23,benign
5.3,9.69,7.67,8.72,7.38,9.99,4.13,6.61,1.93,malign
1.05,0.04,1.31,0.34,1.76,4.54,2.34,0.3,1.98,malign
4.56,7.43,2.88,1.24,2.36,9.99,5.6,1.36,1.11,malign
0.29,0.03,0.03,0.03,1.82,0.02,0.06,0.35,1.57,benign
0.71,0.0,0.14,0.0,2.15,2.38,3.54,8.42,0.05,benign
2.57,0.31,0.93,0.01,1.33,2.39,1.78,0.0,0.08,benign
3.04,0.23,2.6,2.39,3.29,5.63,2.71,0.59,1.33,benign
4.8,0.68,2.7,0.0,4.45,0.15,3.47,0.0,0.54,benign
4.06,1.55,0.44,0.0,5.01,9.74,0.82,0.96,0.18,benign
1.65,0.0,0.29,0.01,0.87,0.02,0.5,0.0,0.9,benign
0.84,7.13,7.05,0.19,3.61,0.09,2.09,8.62,2.4,malign
2.85,9.85,9.28,4.9,8.73,9.99,7.41,9.59,3.73,malign
4.6,7.99,2.21,0.0,1.9,0.02,1.6,0.0,0.02,benign
0.31,0.47,0.21,0.25,2.25,3.66,1.71,0.0,0.17,benign
3.02,1.32,0.04,3.04,1.29,0.22,3.21,4.26,0.32,malign
4.26,9.25,3.59,6.33,2.73,8.05,4.17,0.02,1.35,benign
2.39,1.09,0.99,1.15,0.6,7.0,1.6,9.28,0.94,benign
4.49,6.08,0.38,0.64,1.56,0.02,3.73,0.51,0.34,benign
5.9,1.44,6.98,1.19,1.24,0.1,4.92,0.77,0.26,malign
5.23,9.85,7.27,7.94,4.33,5.31,3.5,9.44,0.65,malign
2.6,0.39,1.91,2.58,2.44,0.13,2.53,0.01,1.98,benign
3.79,1.99,5.56,0.02,2.89,7.28,7.8,9.15,1.39,malign
0.46,0.0,0.02,7.73,0.62,6.49,0.17,0.05,0.02,benign
6.32,1.86,9.42,4.96,3.86,9.99,7.25,9.63,0.01,malign
8.56,9.91,9.85,9.65,6.94,5.21,6.5,9.94,1.19,malign
8.09,1.99,7.08,8.11,2.78,9.08,0.63,2.28,1.32,malign
4.8,6.99,6.67,5.11,4.46,5.9,3.62,0.0,0.07,benign
3.66,1.8,3.22,6.11,4.0,0.15,5.63,0.05,1.07,benign
1.99,0.05,0.13,0.0,1.35,7.74,2.65,0.18,0.13,malign
10.0,9.96,9.95,9.98,7.81,9.99,9.97,9.78,0.58,malign
2.37,0.14,0.24,0.46,0.75,8.67,3.61,8.75,0.04,malign
0.66,9.46,7.7,7.94,9.96,9.99,1.86,4.74,0.58,benign
1.57,1.6,0.84,0.75,3.19,3.9,1.01,0.0,1.32,benign
6.77,6.12,7.19,2.44,2.47,9.99,2.63,0.0,0.28,malign
0.58,0.03,0.05,0.21,0.46,0.13,0.41,0.0,0.14,benign
9.57,6.81,7.3,4.95,6.12,9.95,7.1,5.39,1.25,malign
5.04,6.2,7.29,5.15,6.84,9.67,3.58,9.21,0.41,benign
8.11,9.55,7.72,9.54,5.02,9.99,2.49,6.94,0.64,malign
0.56,5.28,4.92,2.05,2.34,9.46,3.43,0.3,0.44,benign
1.78,0.01,1.46,4.87,0.68,5.39,0.42,0.0,0.96,benign
3.57,8.94,7.54,8.08,1.95,9.9,2.74,7.19,0.22,malign
7.28,5.81,5.59,1.72,4.99,4.55,3.26,9.95,0.25,malign
8.99,4.76,7.47,1.26,1.4,6.75,6.45,4.72,0.95,benign
6.62,9.56,3.62,9.48,4.08,9.99,2.97,3.98,2.95,malign
1.12,6.0,2.54,1.37,3.67,0.02,2.18,0.0,0.39,benign
3.7,2.15,6.73,9.05,1.82,9.91,2.61,9.3,1.8,malign
7.44,8.72,0.88,0.04,0.37,0.09,2.95,2.77,0.9,benign
2.65,0.03,0.43,2.81,0.89,1.28,0.42,0.0,0.53,benign
6.24,0.24,0.74,6.03,0.76,2.69,1.62,0.0,0.51,benign
6.11,6.48,7.07,0.36,1.7,0.44,4.36,0.0,0.1,benign
0.66,9.96,6.66,7.44,2.14,8.96,5.34,0.35,0.28,benign
4.69,9.1,8.31,9.79,1.86,9.93,5.36,0.08,2.22,benign
4.67,7.4,1.79,0.86,5.62,0.03,2.17,7.18,1.84,benign
3.63,9.08,6.16,7.83,3.97,9.81,4.54,9.72,0.77,malign
7.65,9.93,9.18,9.37,3.4,1.84,3.74,9.91,1.43,malign
2.71,0.06,1.07,0.17,2.21,1.79,0.81,0.0,0.27,benign
5.19,9.55,5.93,5.54,1.81,9.98,5.87,9.13,0.94,malign
7.65,9.03,4.6,9.19,6.59,9.99,4.08,8.69,1.2,malign
5.43,0.21,1.97,4.17,0.95,0.02,1.98,8.18,0.05,benign
3.79,0.46,2.94,9.78,3.12,2.17,1.58,1.58,0.6,malign
8.19,3.75,3.8,7.61,4.25,9.93,3.61,0.43,3.05,malign
2.32,0.33,3.37,0.01,1.33,1.67,2.65,0.01,0.16,benign
8.47,9.93,6.2,9.3,2.43,0.6,3.4,9.95,2.49,benign
6.88,8.47,2.97,2.96,3.58,9.77,3.87,9.76,2.15,benign
0.37,0.0,0.45,0.04,1.17,4.27,1.02,0.6,0.48,benign
5.59,4.65,2.0,1.82,1.77,0.12,4.66,0.0,0.24,benign
3.23,8.19,6.7,7.35,3.38,2.87,4.47,8.56,0.56,malign
6.05,6.12,1.18,0.02,1.31,0.89,4.31,0.01,1.12,malign
4.81,9.63,7.18,8.73,6.76,9.99,4.87,5.45,0.81,malign
5.97,9.01,9.72,8.92,2.33,9.99,4.94,9.95,0.98,malign
9.38,9.16,6.1,2.33,3.9,9.96,3.72,8.13,2.1,benign
1.49,1.27,2.17,0.61,2.61,9.58,1.43,2.44,1.82,malign
1.31,6.41,5.93,0.24,2.63,9.99,1.71,0.08,0.15,malign
8.18,0.86,7.44,3.19,3.76,9.85,3.48,0.01,2.75,malign
7.01,0.49,1.03,3.32,1.71,3.91,2.43,0.2,0.98,benign
6.88,9.3,5.83,8.75,4.86,9.99,6.67,9.96,2.21,malign
8.11,9.34,6.1,3.9,1.77,0.79,5.64,9.92,0.09,benign
5.11,0.71,3.62,9.96,4.44,9.88,3.99,0.21,2.23,malign
9.1,9.75,7.6,8.73,6.02,0.91,8.31,2.63,1.8,malign
2.46,6.88,1.78,3.02,2.18,0.07,0.55,0.0,0.22,benign
7.78,3.73,2.7,1.12,2.94,9.99,2.0,0.0,0.92,benign
0.14,0.68,0.06,0.0,1.17,9.66,0.31,0.21,0.36,benign
7.61,8.88,5.45,9.67,7.04,9.97,4.82,6.57,1.58,malign
5.17,0.02,1.22,0.0,1.35,0.17,1.63,0.0,1.77,benign
9.12,8.8,8.3,8.17,2.72,2.21,4.37,1.87,1.58,malign
9.77,0.02,1.35,6.37,2.17,0.02,1.54,0.0,0.46,malign
1.23,0.02,0.93,0.0,1.71,1.96,2.2,0.08,0.11,malign
6.85,9.42,6.75,3.26,5.21,9.99,8.84,3.4,2.26,malign
7.5,9.81,7.06,3.09,3.8,9.03,2.69,0.62,1.02,benign
0.3,0.22,0.0,0.06,1.92,0.05,0.31,1.43,0.21,benign
7.78,0.0,0.31,1.54,1.32,9.99,1.22,0.12,0.45,malign
9.07,7.75,8.66,1.71,4.59,9.59,3.25,0.36,0.92,malign
1.4,0.0,0.42,7.2,2.26,9.95,1.4,1.57,1.21,malign
6.92,8.47,7.49,9.51,4.64,9.47,4.66,0.07,0.63,malign
9.28,7.9,9.23,9.78,2.73,9.91,8.02,9.74,4.39,malign
0.31,0.26,0.19,5.25,0.47,8.79,0.83,0.0,0.91,benign
5.75,3.49,6.72,2.16,1.65,9.97,3.39,0.0,0.42,benign
2.77,0.42,0.53,0.04,1.92,0.05,2.87,3.25,1.74,benign
2.1,0.93,2.15,8.11,2.52,9.53,0.98,5.02,0.77,malign
0.4,0.01,0.46,0.13,1.27,6.7,0.18,0.01,0.47,malign
5.2,0.17,0.36,6.11,1.19,6.2,2.84,0.0,0.16,malign
3.97,1.08,5.65,0.35,3.5,0.56,3.89,9.55,0.16,benign
0.02,0.01,0.0,1.95,0.59,3.68,0.14,0.0,0.11,benign
2.28,2.33,4.24,6.43,2.42,0.54,1.92,0.0,1.12,benign
7.65,7.8,7.91,2.87,2.86,4.46,4.93,0.13,0.03,malign
0.72,0.0,0.04,0.0,0.28,0.02,0.06,0.18,0.03,benign
4.8,7.78,2.3,0.33,1.22,0.02,3.58,0.22,1.19,malign
5.17,5.45,7.16,2.85,3.92,9.99,6.77,3.36,0.86,benign
4.61,0.06,2.72,2.6,1.5,8.42,2.15,0.24,1.2,benign
0.15,0.0,0.09,0.08,0.38,0.74,1.11,0.0,0.36,benign
2.17,5.75,7.71,7.97,2.9,9.87,7.35,1.25,0.99,malign
3.35,8.39,9.39,9.73,6.85,9.99,2.33,6.06,0.19,malign
6.55,1.66,0.17,1.38,2.4,1.86,1.4,3.4,0.76,malign
7.32,7.48,1.45,4.68,2.92,0.82,3.39,7.24,1.49,malign
1.25,9.03,3.84,0.51,1.83,4.78,2.61,0.0,3.78,benign
6.4,0.01,1.05,0.01,2.09,9.93,2.38,1.49,0.41,benign
1.29,0.53,0.65,1.01,0.82,0.02,0.69,0.16,1.79,benign
5.29,0.69,0.78,0.32,4.26,7.73,4.03,0.05,0.5,benign
4.21,0.03,0.13,0.07,0.61,0.02,0.99,0.0,0.06,benign
4.21,8.9,2.63,0.12,2.03,4.75,4.13,3.66,0.13,benign
2.99,0.1,2.37,0.01,0.52,0.02,0.1,0.0,0.09,benign
8.07,9.8,9.5,1.95,5.01,9.99,8.12,9.95,0.88,malign
8.23,9.89,9.59,2.9,8.54,9.99,9.25,3.5,0.8,malign
3.0,0.01,0.05,0.0,0.93,0.02,0.6,0.01,0.55,benign
6.26,0.05,1.47,7.86,2.45,9.99,0.78,0.11,0.89,benign
2.56,0.03,1.75,0.25,1.54,8.31,0.98,0.0,0.56,benign
0.09,7.25,1.25,0.03,1.58,0.03,1.03,0.0,0.86,benign
4.18,3.09,7.15,5.65,1.54,0.21,4.85,6.75,1.28,benign
1.61,0.33,1.1,0.01,6.28,0.26,0.38,9.59,1.83,benign
0.09,0.03,0.05,0.14,1.91,0.02,0.74,0.14,1.1,benign
0.45,0.01,0.09,0.0,1.8,0.06,1.47,0.01,1.89,benign
3.13,5.08,3.98,8.81,3.51,9.99,2.53,0.21,0.75,malign
4.68,1.48,0.95,0.17,1.57,0.53,0.62,0.82,0.41,benign
6.85,0.94,7.79,1.91,2.87,9.99,4.69,2.02,1.59,malign
6.6,3.09,4.39,9.56,6.27,9.99,5.09,0.01,0.24,malign
7.46,9.97,9.06,9.2,5.43,9.99,7.65,2.28,0.6,malign
3.08,0.86,2.75,5.67,2.28,9.67,0.47,4.8,2.36,malign
3.4,2.69,7.75,0.02,2.94,0.6,2.53,9.96,0.04,malign
1.12,0.0,0.0,0.0,1.13,9.88,0.1,0.0,0.08,benign
3.6,7.61,8.66,6.79,5.51,9.99,2.97,9.96,0.22,malign
0.04,0.0,0.0,0.0,0.25,0.02,0.51,0.01,0.78,benign
0.39,0.03,3.75,0.23,1.21,0.7,3.06,0.76,1.02,malign
0.39,2.99,1.39,0.01,0.24,0.02,1.08,0.48,0.14,benign
0.27,0.29,0.96,0.1,1.68,9.29,1.08,0.27,0.24,benign
0.01,0.02,0.0,0.0,0.77,0.02,0.06,0.02,0.08,benign
8.67,4.76,9.54,2.72,7.08,9.61,6.24,9.96,4.46,malign
0.5,0.81,0.59,4.84,0.96,2.67,0.18,0.57,3.42,malign
4.12,0.72,0.01,0.12,3.04,9.53,0.43,0.0,0.39,benign
8.54,9.76,9.33,9.31,9.03,9.99,7.14,7.54,2.89,benign
0.01,0.02,0.0,0.0,0.53,0.02,0.77,0.0,0.36,benign
3.32,9.59,1.07,7.97,5.14,9.59,1.83,0.0,1.64,malign
1.64,5.57,4.54,0.26,2.71,9.97,3.07,8.37,4.01,benign
3.09,0.0,0.01,0.0,0.75,0.71,0.55,0.0,0.11,benign
9.3,9.59,8.33,9.1,2.55,9.54,3.89,7.91,1.52,benign
0.2,1.12,2.05,0.14,0.78,0.2,2.12,2.51,0.85,benign
4.39,0.64,1.75,0.55,2.42,4.57,2.38,0.06,0.07,benign
0.52,0.03,0.81,0.03,1.86,2.46,0.37,0.0,0.13,benign
7.55,5.13,8.7,8.73,0.89,6.48,0.52,0.01,1.63,benign
0.11,0.08,0.06,0.0,1.03,0.02,3.01,8.33,0.05,benign
5.65,2.88,0.49,0.19,2.24,0.03,3.67,0.01,3.59,benign
6.93,4.86,5.95,9.71,5.49,9.98,0.35,5.58,0.48,malign
5.54,8.8,3.11,0.02,0.66,1.22,1.57,0.12,0.82,malign
2.55,4.39,9.05,9.86,4.31,2.14,6.26,0.06,0.57,malign
3.37,9.3,4.23,0.01,4.71,9.65,5.54,4.54,2.38,malign
3.36,0.57,7.11,2.53,2.39,9.57,5.97,0.06,0.04,malign
3.82,3.1,1.03,0.01,2.29,0.5,2.5,0.01,4.66,benign
9.53,8.8,7.91,7.98,3.48,9.14,5.25,5.02,1.6,malign
0.21,0.03,2.76,0.0,1.41,0.34,4.68,0.21,0.22,benign
0.6,0.12,0.45,0.69,1.32,9.94,0.26,1.48,0.62,benign
1.85,0.0,0.0,0.01,0.62,0.02,1.09,0.0,0.33,benign
0.1,0.01,0.17,0.78,3.83,0.11,2.67,6.63,0.2,benign
6.26,7.96,5.8,4.69,4.76,5.41,4.93,6.95,1.08,malign
7.85,0.87,3.68,4.06,3.29,7.71,3.24,8.61,4.26,malign
8.03,1.29,0.68,4.25,1.05,8.61,1.29,0.0,0.53,malign
1.19,0.0,0.6,0.47,0.32,0.02,1.73,0.35,0.02,benign
7.37,8.82,4.7,0.99,3.44,9.13,2.38,0.0,1.08,benign
9.34,9.92,7.12,4.9,3.14,9.9,6.06,9.96,1.75,benign
0.45,0.0,0.0,0.0,0.38,0.02,0.34,0.0,0.02,benign
5.48,3.82,6.05,8.33,2.6,9.73,6.29,0.03,1.24,benign
7.41,4.02,2.76,0.64,2.58,9.97,1.85,7.06,1.85,benign
5.46,0.88,3.34,0.08,1.93,9.7,3.78,2.49,0.64,benign
1.26,2.7,3.57,6.39,2.45,8.92,5.77,4.0,0.45,benign
0.87,2.62,2.78,0.07,1.79,0.08,6.65,3.83,1.05,benign
6.63,9.69,5.76,9.65,7.48,9.99,7.79,9.96,2.55,malign
2.82,2.37,3.29,1.34,1.7,0.13,1.65,9.2,1.49,benign
4.62,0.0,0.0,0.0,0.93,0.02,0.4,0.52,0.32,benign
3.18,0.02,0.15,0.0,0.74,0.1,1.55,0.01,0.7,benign
3.63,0.08,0.01,0.0,0.83,0.02,0.07,1.59,0.04,benign
4.45,3.25,8.01,3.56,1.3,0.02,2.16,0.01,1.42,malign
6.19,4.79,5.3,1.74,5.73,1.9,1.57,9.91,0.61,malign
8.0,9.63,9.29,8.92,4.7,6.6,9.97,7.74,0.86,malign
1.98,0.0,0.0,0.0,0.6,0.02,0.94,0.0,0.3,benign
5.23,3.31,7.98,7.79,3.28,9.88,2.08,9.84,1.11,malign
3.53,0.16,0.47,3.02,1.15,7.07,2.37,9.66,5.84,benign
4.51,9.97,8.72,0.09,3.67,3.65,1.08,8.7,1.06,malign
6.36,5.1,5.51,7.35,3.44,9.95,3.39,9.96,2.2,benign
4.69,0.03,2.19,0.0,2.69,0.17,2.15,7.1,0.61,benign
0.87,0.34,0.58,0.08,0.89,0.76,0.18,0.02,0.85,benign
1.59,0.04,0.06,0.02,1.26,0.02,2.72,0.0,0.18,benign
9.7,6.4,8.08,6.95,4.06,9.72,3.68,7.64,0.97,malign
1.41,8.98,8.21,2.92,4.69,7.33,3.23,3.61,1.52,benign
8.55,8.12,9.1,0.79,2.66,7.68,2.27,3.76,0.15,benign
1.4,2.8,0.03,0.0,1.49,6.65,0.88,0.01,0.75,benign
1.11,0.0,0.0,0.0,2.36,0.02,0.5,0.05,1.74,malign
8.27,5.86,8.4,6.85,1.49,9.73,4.53,1.87,0.8,malign
0.58,9.12,1.28,2.54,2.79,0.02,0.98,0.0,2.61,benign
4.35,2.68,1.4,1.94,2.16,7.73,1.77,8.65,3.33,benign
4.48,9.83,4.31,0.72,2.04,9.7,3.99,1.55,1.03,malign
5.4,3.13,2.29,8.82,3.2,9.99,1.36,0.32,0.4,malign
6.91,9.5,5.62,3.64,3.19,9.99,2.7,4.54,1.95,malign
5.86,2.76,5.53,5.86,3.55,4.43,2.27,1.07,2.58,malign
2.74,0.0,0.52,0.01,0.6,0.17,0.23,0.0,1.13,benign
4.41,2.72,2.59,0.05,4.28,0.19,2.36,7.79,0.24,benign
3.7,6.89,1.77,1.11,3.56,0.32,1.2,1.04,1.21,malign
2.74,5.6,3.1,0.31,3.28,0.02,1.47,3.81,0.87,malign
8.32,3.16,6.36,0.36,2.95,9.96,7.27,0.05,0.63,malign
2.81,4.3,1.98,1.97,3.77,6.1,2.73,3.42,0.6,benign
1.25,0.89,0.66,0.56,2.18,0.02,0.68,0.0,0.09,benign
4.7,0.0,0.13,0.05,2.04,0.04,1.09,0.04,2.51,malign
0.75,0.39,0.51,0.01,2.91,7.82,1.84,8.51,0.89,malign
4.83,0.42,1.71,3.47,2.24,0.08,1.77,3.35,0.46,benign
0.25,0.01,0.02,0.0,0.29,0.02,0.38,0.0,0.04,benign
7.18,2.94,1.35,0.48,0.61,0.02,0.23,0.0,0.09,malign
6.02,0.12,0.6,0.18,1.12,9.99,0.34,0.04,1.75,benign
2.75,0.06,5.49,9.86,2.92,9.91,2.02,1.62,0.13,benign
1.77,0.1,0.36,0.0,0.52,0.16,1.92,0.04,0.6,benign
7.44,6.63,6.6,2.3,4.34,9.73,3.66,9.85,1.41,malign
7.8,0.12,0.83,0.0,0.84,3.63,2.33,0.0,0.25,benign
8.24,9.98,9.78,7.18,7.86,9.99,7.36,9.96,0.7,malign
3.77,0.08,7.4,8.2,2.17,9.99,2.43,4.68,1.32,malign
5.24,6.38,6.96,2.75,3.94,2.99,1.61,5.37,1.56,malign
3.95,9.77,4.49,5.85,3.89,9.4,2.36,9.84,0.29,malign
3.87,3.91,1.17,0.4,3.06,2.3,2.6,6.82,3.84,benign
6.91,8.13,8.16,5.17,2.14,6.89,5.6,4.65,0.65,benign
8.39,7.61,7.66,3.32,3.76,4.3,4.09,9.24,3.45,malign
0.09,1.68,3.77,5.43,1.9,0.04,3.05,9.81,1.1,malign
3.77,0.42,3.5,1.17,2.47,6.27,4.74,0.01,0.04,benign
7.1,1.69,4.46,0.01,1.32,9.68,2.12,2.3,0.13,malign
5.52,8.55,6.94,1.8,8.01,4.33,3.24,0.04,0.37,malign
3.59,0.01,0.02,5.54,0.17,0.1,0.71,0.0,0.72,benign
8.14,9.96,7.45,8.67,2.62,9.99,2.88,9.15,0.56,malign
1.51,0.74,0.45,9.08,2.56,6.15,1.84,0.0,0.16,benign
9.3,7.1,8.29,0.83,5.4,9.74,4.37,8.23,3.43,benign
4.48,9.91,8.87,9.79,2.73,9.92,3.2,5.68,1.52,malign
2.98,7.71,4.18,1.33,1.91,0.02,1.08,8.02,0.13,benign
9.52,8.65,9.28,2.3,5.54,9.56,5.67,7.29,0.84,malign
4.58,7.01,2.99,2.28,3.89,0.53,4.93,6.82,1.14,malign
8.14,9.96,9.87,9.79,6.71,9.99,7.22,7.25,0.11,malign
0.44,0.16,0.92,9.91,3.92,9.99,1.2,0.32,0.1,benign
6.84,3.8,0.65,1.45,4.19,0.04,0.9,0.66,1.17,benign
2.3,5.53,4.09,8.91,2.39,9.98,2.56,0.03,2.92,benign
3.69,0.03,0.86,0.29,3.93,9.83,4.68,0.04,1.09,benign
3.42,6.59,9.29,7.84,2.73,9.99,7.96,5.8,3.35,malign
3.66,9.4,2.14,9.93,2.13,9.86,2.64,4.75,2.57,malign
3.4,0.0,1.61,6.72,3.77,9.99,1.17,0.0,1.63,malign
0.11,0.1,0.07,0.0,1.59,0.02,1.08,0.04,0.7,malign
1.56,1.21,1.73,6.06,1.18,2.07,4.09,0.0,1.61,benign
5.02,9.63,7.27,2.01,2.63,9.91,4.03,2.63,2.19,malign
3.65,0.02,1.71,1.92,1.01,0.63,0.17,0.0,0.23,benign
7.35,1.86,6.32,0.37,2.75,8.98,4.4,0.27,1.17,benign
9.41,1.57,5.95,0.75,4.79,9.99,3.88,9.39,1.2,malign
8.9,8.53,5.01,0.23,2.42,9.96,3.09,5.16,3.64,benign
2.41,7.79,3.7,0.03,1.06,0.03,2.73,0.36,0.15,malign
0.46,0.53,0.44,0.06,2.15,0.24,3.95,1.05,0.83,benign
0.06,1.02,0.69,0.25,2.44,0.31,2.29,0.0,0.05,benign
0.6,0.0,0.0,0.0,0.66,0.02,0.13,0.0,0.08,benign
8.72,9.15,7.45,9.05,1.33,7.45,6.21,9.25,0.06,malign
0.15,0.21,0.38,0.1,1.03,4.67,0.95,0.01,0.05,benign
7.56,7.88,3.0,0.46,4.2,9.96,1.44,0.0,1.16,malign
2.07,9.38,5.59,9.3,2.55,7.99,2.89,0.51,0.61,malign
0.77,1.04,0.04,0.0,1.13,0.02,1.63,0.64,0.87,benign
1.55,9.76,2.61,1.79,2.12,0.04,0.85,6.8,0.54,benign
7.26,7.68,8.55,4.73,6.36,9.99,5.47,7.95,3.03,malign
2.55,0.0,0.42,0.03,0.81,8.68,1.31,0.0,0.5,benign
9.91,8.11,3.9,0.13,5.45,7.96,2.97,9.11,3.3,malign
1.29,0.26,3.28,0.16,4.7,0.4,2.37,9.88,0.57,benign
0.1,0.01,0.12,5.18,0.62,0.02,0.21,0.63,1.22,benign
6.27,6.21,6.68,6.84,2.67,9.94,3.44,3.57,1.77,benign
0.19,0.28,0.21,0.0,0.64,0.02,0.58,0.0,0.01,benign
0.86,0.0,0.89,0.06,1.0,2.92,0.77,1.12,0.54,benign
0.1,0.0,0.04,0.0,0.58,0.02,0.61,0.0,0.45,benign
9.0,5.46,4.65,9.87,1.11,9.06,3.5,0.14,3.22,benign
4.19,0.11,0.0,0.04,1.06,0.02,0.06,0.0,0.16,benign
5.4,2.68,1.49,8.42,2.25,0.09,1.02,0.0,0.52,benign
3.28,0.01,0.0,0.26,1.89,0.19,0.23,0.04,0.95,benign
3.91,2.7,3.97,0.77,2.23,0.03,3.46,0.02,1.25,benign
0.71,9.13,2.02,0.07,2.36,0.33,3.23,0.05,0.35,benign
3.11,0.1,0.35,8.27,1.75,0.02,0.7,0.0,1.07,benign
1.92,1.81,2.78,5.24,1.72,9.96,0.67,0.56,0.58,benign
9.48,9.96,7.69,9.91,1.93,9.99,7.06,6.17,0.56,malign
0.91,0.04,2.14,0.19,3.3,9.5,3.45,0.02,0.3,malign
3.01,3.25,6.29,6.26,3.24,6.33,5.62,1.76,0.98,malign
2.71,5.34,2.89,0.07,2.77,0.09,1.31,0.0,0.04,benign
9.54,7.46,4.79,1.11,2.56,9.99,3.92,9.92,2.68,malign
1.18,0.0,0.17,0.01,1.74,8.86,0.81,0.02,0.12,malign
9.37,9.62,7.4,7.51,5.53,9.99,6.1,4.86,4.81,malign
2.29,9.55,6.38,1.04,4.64,9.69,1.5,2.2,2.29,malign
2.69,9.06,3.61,0.95,5.63,6.7,2.76,4.98,0.35,malign
2.23,0.0,0.66,0.0,0.71,0.02,1.5,1.98,0.45,benign
8.36,5.09,8.36,5.99,3.54,9.97,5.19,2.82,0.82,malign
1.66,9.83,7.69,9.97,9.13,0.18,8.12,9.02,0.33,malign
1.43,0.22,0.41,3.13,0.93,0.07,2.8,5.53,1.39,benign
0.78,0.6,0.0,0.0,1.99,0.02,2.11,0.06,0.16,benign
7.28,7.43,7.12,2.18,1.59,9.29,6.08,2.56,0.69,malign
7.18,7.77,5.06,7.02,2.6,1.68,6.91,8.22,0.06,malign
9.55,1.52,6.03,7.62,0.85,0.02,2.32,0.01,1.03,benign
1.27,0.35,3.08,0.04,2.01,0.37,1.39,0.0,0.06,benign
2.22,0.0,0.67,0.51,0.87,0.02,0.9,0.53,0.17,benign
